Kategori,Isi
Keuangan,Transfer Rp 59000000 ke Rekening 89581030
HRD,Data Gaji NIK 5318 atas nama Karyawan-73
Keuangan,Transfer Rp 75000000 ke Rekening 17956320
Strategi,Rencana Proyek Rahasia Strategis Kode-132
Keuangan,Transfer Rp 60000000 ke Rekening 99167488
IT Security,Server IP 152.63 API: JWIGSKQDBR
Strategi,Rencana Proyek Rahasia Strategis Kode-560
HRD,Data Gaji NIK 9252 atas nama Karyawan-32
Keuangan,Transfer Rp 55000000 ke Rekening 87059850
IT Security,Server IP 211.37 API: TEMLEDATKS
HRD,Data Gaji NIK 5792 atas nama Karyawan-33
Strategi,Rencana Proyek Rahasia Strategis Kode-823
HRD,Data Gaji NIK 9149 atas nama Karyawan-11
HRD,Data Gaji NIK 4923 atas nama Karyawan-33
Strategi,Rencana Proyek Rahasia Strategis Kode-213
HRD,Data Gaji NIK 7793 atas nama Karyawan-72
IT Security,Server IP 75.216 API: AQCOJAOMJA
HRD,Data Gaji NIK 4026 atas nama Karyawan-30
IT Security,Server IP 90.104 API: UVEHCSMUDN
Keuangan,Transfer Rp 46000000 ke Rekening 65828539
Keuangan,Transfer Rp 22000000 ke Rekening 77983525
HRD,Data Gaji NIK 7300 atas nama Karyawan-11
IT Security,Server IP 52.35 API: XGXNCDFNBS
Keuangan,Transfer Rp 36000000 ke Rekening 13901213
IT Security,Server IP 209.187 API: WNQMMZTWWN
HRD,Data Gaji NIK 6225 atas nama Karyawan-72
Keuangan,Transfer Rp 75000000 ke Rekening 71808523
Keuangan,Transfer Rp 36000000 ke Rekening 33160227
Strategi,Rencana Proyek Rahasia Strategis Kode-893
Strategi,Rencana Proyek Rahasia Strategis Kode-432
Strategi,Rencana Proyek Rahasia Strategis Kode-405
IT Security,Server IP 230.156 API: IIPGCLXRAU
HRD,Data Gaji NIK 6308 atas nama Karyawan-65
Strategi,Rencana Proyek Rahasia Strategis Kode-561
IT Security,Server IP 72.54 API: MJUPZWQADZ
Keuangan,Transfer Rp 37000000 ke Rekening 31560768
IT Security,Server IP 204.205 API: RPMREQYFMP
IT Security,Server IP 136.116 API: XATWBBDKOS
Strategi,Rencana Proyek Rahasia Strategis Kode-345
Strategi,Rencana Proyek Rahasia Strategis Kode-165
Keuangan,Transfer Rp 1000000 ke Rekening 12802808
Strategi,Rencana Proyek Rahasia Strategis Kode-146
Strategi,Rencana Proyek Rahasia Strategis Kode-761
IT Security,Server IP 15.238 API: HHTOKSSFNW
HRD,Data Gaji NIK 8280 atas nama Karyawan-64
Keuangan,Transfer Rp 54000000 ke Rekening 80105623
Strategi,Rencana Proyek Rahasia Strategis Kode-425
HRD,Data Gaji NIK 4229 atas nama Karyawan-64
IT Security,Server IP 92.16 API: FDPAIJYGKX
IT Security,Server IP 59.79 API: RCZUCPSIPA
Strategi,Rencana Proyek Rahasia Strategis Kode-300
HRD,Data Gaji NIK 9353 atas nama Karyawan-41
Keuangan,Transfer Rp 57000000 ke Rekening 13149505
IT Security,Server IP 68.40 API: UDTEAAPNEN
Strategi,Rencana Proyek Rahasia Strategis Kode-816
Keuangan,Transfer Rp 89000000 ke Rekening 98250128
HRD,Data Gaji NIK 1745 atas nama Karyawan-80
IT Security,Server IP 194.249 API: HKPEPVHZWP
HRD,Data Gaji NIK 4559 atas nama Karyawan-52
Keuangan,Transfer Rp 94000000 ke Rekening 34599817
Strategi,Rencana Proyek Rahasia Strategis Kode-483
IT Security,Server IP 124.167 API: HWRTXKWGDN
Keuangan,Transfer Rp 16000000 ke Rekening 92994037
HRD,Data Gaji NIK 9186 atas nama Karyawan-80
HRD,Data Gaji NIK 8504 atas nama Karyawan-82
Keuangan,Transfer Rp 55000000 ke Rekening 94206361
Strategi,Rencana Proyek Rahasia Strategis Kode-900
Keuangan,Transfer Rp 91000000 ke Rekening 95919667
IT Security,Server IP 154.215 API: RZPQSKUIEA
HRD,Data Gaji NIK 6892 atas nama Karyawan-78
HRD,Data Gaji NIK 9375 atas nama Karyawan-22
HRD,Data Gaji NIK 8153 atas nama Karyawan-12
Strategi,Rencana Proyek Rahasia Strategis Kode-506
HRD,Data Gaji NIK 3917 atas nama Karyawan-66
Strategi,Rencana Proyek Rahasia Strategis Kode-801
IT Security,Server IP 61.220 API: XARIGHPGFA
Strategi,Rencana Proyek Rahasia Strategis Kode-264
Strategi,Rencana Proyek Rahasia Strategis Kode-383
IT Security,Server IP 166.149 API: DIHNSCZJWR
HRD,Data Gaji NIK 7208 atas nama Karyawan-36
IT Security,Server IP 146.234 API: JJJVYKMWCC
Keuangan,Transfer Rp 28000000 ke Rekening 91435734
HRD,Data Gaji NIK 6701 atas nama Karyawan-38
HRD,Data Gaji NIK 6661 atas nama Karyawan-20
HRD,Data Gaji NIK 3566 atas nama Karyawan-98
IT Security,Server IP 39.85 API: XFKVYAQABN
Keuangan,Transfer Rp 9000000 ke Rekening 80237668
IT Security,Server IP 172.245 API: TOTEMXDACZ
Keuangan,Transfer Rp 66000000 ke Rekening 37297812
IT Security,Server IP 170.139 API: IWWZUKWYKC
HRD,Data Gaji NIK 1672 atas nama Karyawan-22
Keuangan,Transfer Rp 94000000 ke Rekening 71446930
Keuangan,Transfer Rp 36000000 ke Rekening 85538791
IT Security,Server IP 129.30 API: XQRORZTFXR
Keuangan,Transfer Rp 54000000 ke Rekening 86589238
Strategi,Rencana Proyek Rahasia Strategis Kode-481
Strategi,Rencana Proyek Rahasia Strategis Kode-293
Strategi,Rencana Proyek Rahasia Strategis Kode-853
HRD,Data Gaji NIK 9038 atas nama Karyawan-38
HRD,Data Gaji NIK 2720 atas nama Karyawan-85
Keuangan,Transfer Rp 6000000 ke Rekening 34665080
Strategi,Rencana Proyek Rahasia Strategis Kode-437
Strategi,Rencana Proyek Rahasia Strategis Kode-334
Keuangan,Transfer Rp 63000000 ke Rekening 51838166
Keuangan,Transfer Rp 69000000 ke Rekening 75030316
Keuangan,Transfer Rp 67000000 ke Rekening 15305932
Strategi,Rencana Proyek Rahasia Strategis Kode-363
IT Security,Server IP 103.4 API: RLIJPTNCGP
Strategi,Rencana Proyek Rahasia Strategis Kode-476
HRD,Data Gaji NIK 2336 atas nama Karyawan-96
HRD,Data Gaji NIK 7252 atas nama Karyawan-93
Keuangan,Transfer Rp 47000000 ke Rekening 42760981
IT Security,Server IP 33.81 API: WVGNZALVDM
HRD,Data Gaji NIK 6822 atas nama Karyawan-69
IT Security,Server IP 251.134 API: LAQIERONWJ
Keuangan,Transfer Rp 47000000 ke Rekening 23528556
Keuangan,Transfer Rp 57000000 ke Rekening 57884168
IT Security,Server IP 57.99 API: XVIQMZCDZA
HRD,Data Gaji NIK 7792 atas nama Karyawan-100
Strategi,Rencana Proyek Rahasia Strategis Kode-353
IT Security,Server IP 169.50 API: AQMDJHNAZI
IT Security,Server IP 66.246 API: ESQFERZYMO
Strategi,Rencana Proyek Rahasia Strategis Kode-265
IT Security,Server IP 53.250 API: AGVQCDNFKH
IT Security,Server IP 40.145 API: IARDXCTWUJ
IT Security,Server IP 28.116 API: NESNGEWDFU
Strategi,Rencana Proyek Rahasia Strategis Kode-466
Strategi,Rencana Proyek Rahasia Strategis Kode-321
IT Security,Server IP 190.14 API: DEWRPUWGTK
Strategi,Rencana Proyek Rahasia Strategis Kode-530
Strategi,Rencana Proyek Rahasia Strategis Kode-814
Keuangan,Transfer Rp 100000000 ke Rekening 47280403
Strategi,Rencana Proyek Rahasia Strategis Kode-738
Strategi,Rencana Proyek Rahasia Strategis Kode-616
IT Security,Server IP 241.183 API: IBGKEHOPIW
Keuangan,Transfer Rp 78000000 ke Rekening 12949392
Strategi,Rencana Proyek Rahasia Strategis Kode-832
Keuangan,Transfer Rp 79000000 ke Rekening 74431156
IT Security,Server IP 19.167 API: ZCNIFGFQEX
Keuangan,Transfer Rp 47000000 ke Rekening 10716901
Keuangan,Transfer Rp 22000000 ke Rekening 63513782
Keuangan,Transfer Rp 72000000 ke Rekening 20160160
Strategi,Rencana Proyek Rahasia Strategis Kode-593
Keuangan,Transfer Rp 62000000 ke Rekening 20409663
Strategi,Rencana Proyek Rahasia Strategis Kode-690
HRD,Data Gaji NIK 1773 atas nama Karyawan-33
Strategi,Rencana Proyek Rahasia Strategis Kode-121
HRD,Data Gaji NIK 5691 atas nama Karyawan-89
IT Security,Server IP 212.166 API: UEUYSDDYKK
Strategi,Rencana Proyek Rahasia Strategis Kode-890
Strategi,Rencana Proyek Rahasia Strategis Kode-136
Keuangan,Transfer Rp 17000000 ke Rekening 10543397
Keuangan,Transfer Rp 40000000 ke Rekening 68676474
Strategi,Rencana Proyek Rahasia Strategis Kode-177
Keuangan,Transfer Rp 11000000 ke Rekening 96101570
HRD,Data Gaji NIK 9403 atas nama Karyawan-2
Strategi,Rencana Proyek Rahasia Strategis Kode-909
Strategi,Rencana Proyek Rahasia Strategis Kode-947
HRD,Data Gaji NIK 8610 atas nama Karyawan-22
Keuangan,Transfer Rp 10000000 ke Rekening 95839300
IT Security,Server IP 247.116 API: HSNKMKYIKH
Keuangan,Transfer Rp 85000000 ke Rekening 19048143
Keuangan,Transfer Rp 74000000 ke Rekening 17681422
Keuangan,Transfer Rp 28000000 ke Rekening 97376054
IT Security,Server IP 115.30 API: DEQLNQPQIO
Strategi,Rencana Proyek Rahasia Strategis Kode-952
HRD,Data Gaji NIK 5327 atas nama Karyawan-65
Keuangan,Transfer Rp 34000000 ke Rekening 57525492
IT Security,Server IP 197.68 API: WYMGMVFELV
Strategi,Rencana Proyek Rahasia Strategis Kode-659
Strategi,Rencana Proyek Rahasia Strategis Kode-542
IT Security,Server IP 9.22 API: XQZHGXGOAO
IT Security,Server IP 190.99 API: BKAQKAUEQZ
HRD,Data Gaji NIK 5675 atas nama Karyawan-70
HRD,Data Gaji NIK 3714 atas nama Karyawan-85
HRD,Data Gaji NIK 4038 atas nama Karyawan-39
HRD,Data Gaji NIK 8000 atas nama Karyawan-10
Keuangan,Transfer Rp 58000000 ke Rekening 85735508
HRD,Data Gaji NIK 1795 atas nama Karyawan-43
Strategi,Rencana Proyek Rahasia Strategis Kode-587
HRD,Data Gaji NIK 1317 atas nama Karyawan-49
HRD,Data Gaji NIK 8229 atas nama Karyawan-39
Strategi,Rencana Proyek Rahasia Strategis Kode-110
HRD,Data Gaji NIK 1707 atas nama Karyawan-89
Strategi,Rencana Proyek Rahasia Strategis Kode-321
Keuangan,Transfer Rp 92000000 ke Rekening 89266731
Strategi,Rencana Proyek Rahasia Strategis Kode-229
HRD,Data Gaji NIK 7633 atas nama Karyawan-70
IT Security,Server IP 179.33 API: LDKDIXIKTR
IT Security,Server IP 38.68 API: FIPZYHOEPW
HRD,Data Gaji NIK 7814 atas nama Karyawan-9
Strategi,Rencana Proyek Rahasia Strategis Kode-359
Keuangan,Transfer Rp 78000000 ke Rekening 97212717
Strategi,Rencana Proyek Rahasia Strategis Kode-684
Keuangan,Transfer Rp 92000000 ke Rekening 80681767
Keuangan,Transfer Rp 94000000 ke Rekening 29286040
Strategi,Rencana Proyek Rahasia Strategis Kode-912
HRD,Data Gaji NIK 3770 atas nama Karyawan-48
IT Security,Server IP 101.155 API: DXQHDNKMTZ
Keuangan,Transfer Rp 24000000 ke Rekening 63388372
HRD,Data Gaji NIK 8345 atas nama Karyawan-92
IT Security,Server IP 212.193 API: SLBDBNLEYM
HRD,Data Gaji NIK 6720 atas nama Karyawan-91
Strategi,Rencana Proyek Rahasia Strategis Kode-846
HRD,Data Gaji NIK 2921 atas nama Karyawan-44
IT Security,Server IP 35.147 API: SIRQSHQZXO
HRD,Data Gaji NIK 8941 atas nama Karyawan-44
IT Security,Server IP 116.55 API: USDFQBXFSF
HRD,Data Gaji NIK 2835 atas nama Karyawan-7
Keuangan,Transfer Rp 47000000 ke Rekening 46576519
Keuangan,Transfer Rp 33000000 ke Rekening 87203022
IT Security,Server IP 144.225 API: RCZHJFZMWA
Strategi,Rencana Proyek Rahasia Strategis Kode-351
Keuangan,Transfer Rp 32000000 ke Rekening 25851675
Strategi,Rencana Proyek Rahasia Strategis Kode-217
Keuangan,Transfer Rp 85000000 ke Rekening 71833807
Strategi,Rencana Proyek Rahasia Strategis Kode-276
Keuangan,Transfer Rp 35000000 ke Rekening 27786742
Strategi,Rencana Proyek Rahasia Strategis Kode-958
IT Security,Server IP 152.211 API: RMFKEFAVZS
Keuangan,Transfer Rp 96000000 ke Rekening 31124460
IT Security,Server IP 242.176 API: DYXIPKTFAI
IT Security,Server IP 189.20 API: MPSIXHVSJO
IT Security,Server IP 68.225 API: EODEBQKGUA
IT Security,Server IP 236.201 API: JEUYPGDLVF
Strategi,Rencana Proyek Rahasia Strategis Kode-792
IT Security,Server IP 239.229 API: OEVSSBXPYZ
Keuangan,Transfer Rp 81000000 ke Rekening 25280897
Strategi,Rencana Proyek Rahasia Strategis Kode-172
Strategi,Rencana Proyek Rahasia Strategis Kode-562
IT Security,Server IP 185.229 API: BNPEDVWRYD
Strategi,Rencana Proyek Rahasia Strategis Kode-112
HRD,Data Gaji NIK 6454 atas nama Karyawan-65
IT Security,Server IP 253.222 API: BQMEDOOEAY
Strategi,Rencana Proyek Rahasia Strategis Kode-221
HRD,Data Gaji NIK 4678 atas nama Karyawan-49
Strategi,Rencana Proyek Rahasia Strategis Kode-152
HRD,Data Gaji NIK 5975 atas nama Karyawan-22
HRD,Data Gaji NIK 4430 atas nama Karyawan-34
IT Security,Server IP 3.203 API: ORZHARPKWE
Strategi,Rencana Proyek Rahasia Strategis Kode-847
Keuangan,Transfer Rp 18000000 ke Rekening 12910953
IT Security,Server IP 16.29 API: YMDHXKZYZY
IT Security,Server IP 61.195 API: SZCGWUMAAA
Keuangan,Transfer Rp 81000000 ke Rekening 78899284
Strategi,Rencana Proyek Rahasia Strategis Kode-949
Strategi,Rencana Proyek Rahasia Strategis Kode-499
HRD,Data Gaji NIK 9742 atas nama Karyawan-21
Strategi,Rencana Proyek Rahasia Strategis Kode-247
Strategi,Rencana Proyek Rahasia Strategis Kode-576
HRD,Data Gaji NIK 1971 atas nama Karyawan-28
IT Security,Server IP 117.212 API: UJHZASOHKC
Strategi,Rencana Proyek Rahasia Strategis Kode-200
IT Security,Server IP 137.215 API: PGTYBMUXJF
Keuangan,Transfer Rp 9000000 ke Rekening 73164469
IT Security,Server IP 109.62 API: DCUMEPAERP
IT Security,Server IP 126.4 API: HPCMFVHCJQ
Strategi,Rencana Proyek Rahasia Strategis Kode-436
Keuangan,Transfer Rp 32000000 ke Rekening 20083246
HRD,Data Gaji NIK 1889 atas nama Karyawan-74
HRD,Data Gaji NIK 5056 atas nama Karyawan-38
IT Security,Server IP 143.79 API: OXUCVWSMAL
Keuangan,Transfer Rp 53000000 ke Rekening 70641512
IT Security,Server IP 50.19 API: IJRPAJQOPV
Keuangan,Transfer Rp 94000000 ke Rekening 65238745
Keuangan,Transfer Rp 73000000 ke Rekening 73094151
IT Security,Server IP 53.26 API: ZTZQLABKYY
Strategi,Rencana Proyek Rahasia Strategis Kode-782
HRD,Data Gaji NIK 1435 atas nama Karyawan-19
Strategi,Rencana Proyek Rahasia Strategis Kode-263
Keuangan,Transfer Rp 29000000 ke Rekening 92890636
Strategi,Rencana Proyek Rahasia Strategis Kode-285
Keuangan,Transfer Rp 4000000 ke Rekening 90516371
HRD,Data Gaji NIK 9476 atas nama Karyawan-11
HRD,Data Gaji NIK 1938 atas nama Karyawan-62
Keuangan,Transfer Rp 63000000 ke Rekening 51160736
HRD,Data Gaji NIK 1389 atas nama Karyawan-51
Keuangan,Transfer Rp 56000000 ke Rekening 25340313
IT Security,Server IP 190.141 API: YOTIVCYPSW
HRD,Data Gaji NIK 7208 atas nama Karyawan-48
HRD,Data Gaji NIK 2047 atas nama Karyawan-89
Keuangan,Transfer Rp 57000000 ke Rekening 78537454
Keuangan,Transfer Rp 72000000 ke Rekening 50348527
Strategi,Rencana Proyek Rahasia Strategis Kode-810
Keuangan,Transfer Rp 38000000 ke Rekening 47898980
Strategi,Rencana Proyek Rahasia Strategis Kode-813
HRD,Data Gaji NIK 2307 atas nama Karyawan-10
IT Security,Server IP 161.181 API: NRKDFIWMLI
IT Security,Server IP 20.51 API: DYMDMBPSQX
Keuangan,Transfer Rp 70000000 ke Rekening 36935906
IT Security,Server IP 136.216 API: JHVGCQKMWS
HRD,Data Gaji NIK 5218 atas nama Karyawan-96
IT Security,Server IP 228.140 API: KXLZVOLPEC
Keuangan,Transfer Rp 7000000 ke Rekening 41702645
Keuangan,Transfer Rp 65000000 ke Rekening 70681629
Keuangan,Transfer Rp 40000000 ke Rekening 53375661
IT Security,Server IP 219.4 API: CCBFYYCGPA
Strategi,Rencana Proyek Rahasia Strategis Kode-493
HRD,Data Gaji NIK 5785 atas nama Karyawan-23
Strategi,Rencana Proyek Rahasia Strategis Kode-603
Strategi,Rencana Proyek Rahasia Strategis Kode-907
Strategi,Rencana Proyek Rahasia Strategis Kode-605
IT Security,Server IP 237.57 API: PUIQMTYWMA
IT Security,Server IP 115.171 API: BJBOQJJZJW
HRD,Data Gaji NIK 7840 atas nama Karyawan-98
IT Security,Server IP 129.33 API: IAKNPDHZMH
Strategi,Rencana Proyek Rahasia Strategis Kode-310
HRD,Data Gaji NIK 1046 atas nama Karyawan-18
Keuangan,Transfer Rp 84000000 ke Rekening 53772783
Keuangan,Transfer Rp 51000000 ke Rekening 74547054
Keuangan,Transfer Rp 90000000 ke Rekening 98829653
IT Security,Server IP 169.46 API: XZJOFGYMKN
Keuangan,Transfer Rp 70000000 ke Rekening 45878406
Strategi,Rencana Proyek Rahasia Strategis Kode-530
HRD,Data Gaji NIK 3758 atas nama Karyawan-41
HRD,Data Gaji NIK 1282 atas nama Karyawan-18
Strategi,Rencana Proyek Rahasia Strategis Kode-981
HRD,Data Gaji NIK 9905 atas nama Karyawan-36
Keuangan,Transfer Rp 84000000 ke Rekening 20707884
HRD,Data Gaji NIK 8860 atas nama Karyawan-19
HRD,Data Gaji NIK 4295 atas nama Karyawan-79
IT Security,Server IP 216.176 API: LWVDGZVUNK
HRD,Data Gaji NIK 4404 atas nama Karyawan-100
IT Security,Server IP 201.240 API: WEPJKWTAAI
IT Security,Server IP 142.60 API: JMTGSRCVUN
Keuangan,Transfer Rp 43000000 ke Rekening 82640163
HRD,Data Gaji NIK 1392 atas nama Karyawan-45
IT Security,Server IP 126.239 API: OSEVPHLMGN
Keuangan,Transfer Rp 62000000 ke Rekening 30096421
Strategi,Rencana Proyek Rahasia Strategis Kode-364
HRD,Data Gaji NIK 9700 atas nama Karyawan-24
IT Security,Server IP 52.234 API: HJNBQKBSLH
Keuangan,Transfer Rp 67000000 ke Rekening 97947650
IT Security,Server IP 106.226 API: VDUHKFJBMC
Strategi,Rencana Proyek Rahasia Strategis Kode-941
IT Security,Server IP 119.116 API: RKRUQNFIIR
HRD,Data Gaji NIK 6371 atas nama Karyawan-36
Strategi,Rencana Proyek Rahasia Strategis Kode-860
HRD,Data Gaji NIK 7036 atas nama Karyawan-3
HRD,Data Gaji NIK 9990 atas nama Karyawan-43
HRD,Data Gaji NIK 9235 atas nama Karyawan-89
Keuangan,Transfer Rp 17000000 ke Rekening 93458518
Strategi,Rencana Proyek Rahasia Strategis Kode-427
Strategi,Rencana Proyek Rahasia Strategis Kode-240
IT Security,Server IP 132.32 API: MJFOQUAYJL
Keuangan,Transfer Rp 46000000 ke Rekening 10605361
HRD,Data Gaji NIK 1729 atas nama Karyawan-21
HRD,Data Gaji NIK 4554 atas nama Karyawan-51
IT Security,Server IP 53.143 API: NAMLSMASEX
IT Security,Server IP 186.185 API: JKYARHHBPS
Keuangan,Transfer Rp 2000000 ke Rekening 48566379
IT Security,Server IP 125.146 API: BKGSRKFHYW
Strategi,Rencana Proyek Rahasia Strategis Kode-824
HRD,Data Gaji NIK 4023 atas nama Karyawan-10
Keuangan,Transfer Rp 48000000 ke Rekening 43640493
Strategi,Rencana Proyek Rahasia Strategis Kode-775
Strategi,Rencana Proyek Rahasia Strategis Kode-890
Keuangan,Transfer Rp 29000000 ke Rekening 17265633
Strategi,Rencana Proyek Rahasia Strategis Kode-455
IT Security,Server IP 28.69 API: PVUUGIIZOK
IT Security,Server IP 248.227 API: BNVCIEOZCU
Keuangan,Transfer Rp 56000000 ke Rekening 42017354
Keuangan,Transfer Rp 3000000 ke Rekening 23184350
Strategi,Rencana Proyek Rahasia Strategis Kode-703
Strategi,Rencana Proyek Rahasia Strategis Kode-235
Keuangan,Transfer Rp 73000000 ke Rekening 12802525
Strategi,Rencana Proyek Rahasia Strategis Kode-471
Strategi,Rencana Proyek Rahasia Strategis Kode-403
HRD,Data Gaji NIK 4840 atas nama Karyawan-76
Keuangan,Transfer Rp 64000000 ke Rekening 11151149
HRD,Data Gaji NIK 9454 atas nama Karyawan-82
IT Security,Server IP 204.118 API: LBEMQTUADW
Keuangan,Transfer Rp 19000000 ke Rekening 86798377
Strategi,Rencana Proyek Rahasia Strategis Kode-160
IT Security,Server IP 51.216 API: BJGPHUQSFE
IT Security,Server IP 229.186 API: LBCKRQROFT
HRD,Data Gaji NIK 4338 atas nama Karyawan-78
HRD,Data Gaji NIK 4948 atas nama Karyawan-80
Keuangan,Transfer Rp 84000000 ke Rekening 42592379
IT Security,Server IP 231.87 API: PDYDIURNFD
Keuangan,Transfer Rp 53000000 ke Rekening 21731391
HRD,Data Gaji NIK 3022 atas nama Karyawan-27
Keuangan,Transfer Rp 74000000 ke Rekening 67679454
Keuangan,Transfer Rp 92000000 ke Rekening 45924181
Strategi,Rencana Proyek Rahasia Strategis Kode-185
Strategi,Rencana Proyek Rahasia Strategis Kode-750
HRD,Data Gaji NIK 4866 atas nama Karyawan-100
IT Security,Server IP 98.148 API: SNSEZMGYJE
IT Security,Server IP 104.254 API: WOSXKKBLEO
Strategi,Rencana Proyek Rahasia Strategis Kode-842
HRD,Data Gaji NIK 5630 atas nama Karyawan-50
IT Security,Server IP 31.86 API: SGAUBYYBHV
Strategi,Rencana Proyek Rahasia Strategis Kode-482
IT Security,Server IP 96.206 API: AHUMTDPGMR
Strategi,Rencana Proyek Rahasia Strategis Kode-770
Strategi,Rencana Proyek Rahasia Strategis Kode-183
Keuangan,Transfer Rp 76000000 ke Rekening 42881504
Keuangan,Transfer Rp 9000000 ke Rekening 96438063
Strategi,Rencana Proyek Rahasia Strategis Kode-284
HRD,Data Gaji NIK 2831 atas nama Karyawan-63
HRD,Data Gaji NIK 1286 atas nama Karyawan-54
IT Security,Server IP 130.90 API: CRQKUBPBAS
Strategi,Rencana Proyek Rahasia Strategis Kode-690
Keuangan,Transfer Rp 7000000 ke Rekening 90533017
Keuangan,Transfer Rp 35000000 ke Rekening 27752704
Keuangan,Transfer Rp 48000000 ke Rekening 34308525
IT Security,Server IP 116.11 API: QTJJZKOKYZ
IT Security,Server IP 7.158 API: XFMMHKVSEX
Strategi,Rencana Proyek Rahasia Strategis Kode-826
Keuangan,Transfer Rp 16000000 ke Rekening 57406605
Strategi,Rencana Proyek Rahasia Strategis Kode-167
IT Security,Server IP 6.138 API: IZFHKYBNPS
Strategi,Rencana Proyek Rahasia Strategis Kode-950
Keuangan,Transfer Rp 96000000 ke Rekening 81436038
IT Security,Server IP 93.214 API: EBOCNNEDMP
Strategi,Rencana Proyek Rahasia Strategis Kode-148
IT Security,Server IP 121.247 API: XFNXLKDSRU
Keuangan,Transfer Rp 66000000 ke Rekening 32127365
Strategi,Rencana Proyek Rahasia Strategis Kode-125
IT Security,Server IP 44.25 API: EHVPEILHIW
IT Security,Server IP 46.32 API: VNZDGPYBPO
HRD,Data Gaji NIK 7020 atas nama Karyawan-8
Strategi,Rencana Proyek Rahasia Strategis Kode-732
Strategi,Rencana Proyek Rahasia Strategis Kode-733
